;Aerospatiale / SNIAS;SN-601 Corvette;tbd;tbd;No Value;No Value;tbd;;tbd;;tbd;tbd;tbd;tbd;tbd;tbd;tbd;tbd;S601;L;tbd;tbd;tbd;#VALORE!
;Aerospatiale / SNIAS;TB-30 Epsilon;tbd;tbd;No Value;No Value;tbd;;tbd;;tbd;tbd;tbd;tbd;tbd;tbd;tbd;tbd;TB30;L;tbd;tbd;tbd;#VALORE!
;Aerostar;Yak-52;tbd;tbd;No Value;No Value;tbd;;tbd;;tbd;tbd;tbd;tbd;tbd;tbd;tbd;tbd;YK52;L;tbd;tbd;tbd;#VALORE!
2017-Nov-3;Aerostar Aircraft Corp;600/600A/600E Aerostar (see Piper PA-60/61);Piston;2;B;I;1A;96;no winglets;34.17;34.81;12.13;11.67;11.67;10.21;5,500;5,525;S;tbd;tbd;tbd;tbd;tbd;1,189
;Aerotek;S-1S;tbd;tbd;No Value;No Value;tbd;;tbd;;tbd;tbd;tbd;tbd;tbd;tbd;tbd;tbd;PTS1;L;Small Eqpt;tbd;tbd;#VALORE!
;Aerotek;S-1T;tbd;tbd;No Value;No Value;tbd;;tbd;;tbd;tbd;tbd;tbd;tbd;tbd;tbd;tbd;PTS1;L;Small Eqpt;tbd;tbd;#VALORE!
;Aerotek;S-2A;tbd;tbd;No Value;No Value;tbd;;tbd;;tbd;tbd;tbd;tbd;tbd;tbd;tbd;tbd;PTS2;L;Small Eqpt;tbd;tbd;#VALORE!
;Aerotek;S-2B;tbd;tbd;No Value;No Value;tbd;;tbd;;tbd;tbd;tbd;tbd;tbd;tbd;tbd;tbd;PTS2;L;Small Eqpt;tbd;tbd;#VALORE!
;Aerotek;S-2S;tbd;tbd;No Value;No Value;tbd;;tbd;;tbd;tbd;tbd;tbd;tbd;tbd;tbd;tbd;PTS2;L;Small Eqpt;tbd;tbd;#VALORE!
;AESL;Airtourer;tbd;tbd;No Value;No Value;tbd;;tbd;;tbd;tbd;tbd;tbd;tbd;tbd;tbd;tbd;TOUR;L;tbd;tbd;tbd;#VALORE!
;AESL;CT-4 Airtrainer;tbd;tbd;No Value;No Value;tbd;;tbd;;tbd;tbd;tbd;tbd;tbd;tbd;tbd;tbd;CT4;L;tbd;tbd;tbd;#VALORE!
;Ag-Cat;G-164 Super Turbine;tbd;tbd;No Value;No Value;tbd;;tbd;;tbd;tbd;tbd;tbd;tbd;tbd;tbd;tbd;G64T;L;tbd;tbd;tbd;#VALORE!
;Agusta / AgustaWestland;A-109;tbd;tbd;No Value;No Value;tbd;;tbd;;tbd;tbd;tbd;tbd;tbd;tbd;tbd;tbd;A109;L;tbd;tbd;tbd;#VALORE!
;Agusta / AgustaWestland;A-119 Koala;tbd;tbd;No Value;No Value;tbd;;tbd;;tbd;tbd;tbd;tbd;tbd;tbd;tbd;tbd;A119;L;tbd;tbd;tbd;#VALORE!
;Agusta / AgustaWestland;A-129 Mangusta;tbd;tbd;No Value;No Value;tbd;;tbd;;tbd;tbd;tbd;tbd;tbd;tbd;tbd;tbd;A129;L;tbd;tbd;tbd;#VALORE!
;Agusta / AgustaWestland;AB139 / AW139;tbd;tbd;No Value;No Value;tbd;;tbd;;tbd;tbd;tbd;tbd;tbd;tbd;tbd;tbd;A139;L;tbd;tbd;tbd;#VALORE!
;Agusta / AgustaWestland;AB-206 JetRanger / LongRanger;tbd;tbd;No Value;No Value;tbd;;tbd;;tbd;tbd;tbd;tbd;tbd;tbd;tbd;tbd;B06;L;tbd;tbd;tbd;#VALORE!
;Agusta / AgustaWestland;AB-212;tbd;tbd;No Value;No Value;tbd;;tbd;;tbd;tbd;tbd;tbd;tbd;tbd;tbd;tbd;B212;L;tbd;tbd;tbd;#VALORE!
;Agusta / AgustaWestland;AB-412 Griffon;tbd;tbd;No Value;No Value;tbd;;tbd;;tbd;tbd;tbd;tbd;tbd;tbd;tbd;tbd;B412;L;tbd;tbd;tbd;#VALORE!
;Agusta / AgustaWestland;AB-47G;tbd;tbd;No Value;No Value;tbd;;tbd;;tbd;tbd;tbd;tbd;tbd;tbd;tbd;tbd;B47G;L;tbd;tbd;tbd;#VALORE!
;Agusta / AgustaWestland;AB-47J;tbd;tbd;No Value;No Value;tbd;;tbd;;tbd;tbd;tbd;tbd;tbd;tbd;tbd;tbd;B47J;L;tbd;tbd;tbd;#VALORE!
;Agusta / AgustaWestland;EH-101;tbd;tbd;No Value;No Value;tbd;;tbd;;tbd;tbd;tbd;tbd;tbd;tbd;tbd;tbd;EH10;M;tbd;tbd;tbd;#VALORE!
;Agusta / AgustaWestland;HH-3;tbd;tbd;No Value;No Value;tbd;;tbd;;tbd;tbd;tbd;tbd;tbd;tbd;tbd;tbd;S61R;M;tbd;tbd;tbd;#VALORE!
;Agusta / AgustaWestland;SH-3;tbd;tbd;No Value;No Value;tbd;;tbd;;tbd;tbd;tbd;tbd;tbd;tbd;tbd;tbd;S61;M;tbd;tbd;tbd;#VALORE!
;AIDC;A-CH-1 Chung-Tsing;tbd;tbd;No Value;No Value;tbd;;tbd;;tbd;tbd;tbd;tbd;tbd;tbd;tbd;tbd;CH1;L;tbd;tbd;tbd;#VALORE!
;AIDC;AT-3 Tzu-Chung;tbd;tbd;No Value;No Value;tbd;;tbd;;tbd;tbd;tbd;tbd;tbd;tbd;tbd;tbd;AT3;M;tbd;tbd;tbd;#VALORE!
;AIDC;F-5 Chung-Cheng;tbd;tbd;No Value;No Value;tbd;;tbd;;tbd;tbd;tbd;tbd;tbd;tbd;tbd;tbd;F5;M;tbd;tbd;tbd;#VALORE!
;AIDC;F-CK-1 Ching-Kuo;tbd;tbd;No Value;No Value;tbd;;tbd;;tbd;tbd;tbd;tbd;tbd;tbd;tbd;tbd;CKUO;M;tbd;tbd;tbd;#VALORE!
;Air Products;Aircoupe;tbd;tbd;No Value;No Value;tbd;;tbd;;tbd;tbd;tbd;tbd;tbd;tbd;tbd;tbd;ERCO;L;tbd;tbd;tbd;#VALORE!
2017-Aug-15;Air Tractor;AT-300/301;Piston;1;A;I;1B;74;no winglets;45.00;27.00;8.50;24.84;24.84;9.50;5,000;5,000;S;AT3P;L;Small Eqpt;tbd;tbd;1,215
2017-Aug-15;Air Tractor;AT-302;Piston;1;A;I;1B;74;no winglets;45.10;27.00;8.50;24.84;24.84;9.50;7,700;7,700;S;AT3T;L;Small Eqpt;tbd;tbd;1,218
2017-Aug-15;Air Tractor;AT-402B;Turboprop;1;A;II;1B;74;no winglets;51.08;30.58;9.50;28.14;28.14;9.50;9,170;9,170;S;AT3T;L;Small Eqpt;tbd;tbd;1,562
2017-Aug-15;Air Tractor;AT-502B;Turboprop;1;A;II;1B;77;no winglets;52.00;33.17;10.25;30.51;30.51;11.00;9,400;9,400;S;AT5T;L;Small Eqpt;tbd;tbd;1,725
